Category,Type,Difficulty,Question,Answer,Incorred Answers
Entertainment: Video Games,multiple,medium,V2hlbiBIYWxvIDM6IE9EU1Qgd2FzIHVudmVpbGVkIGluIDIwMDgsIGl0IGhhZCBhIGRpZmZlcmVudCB0aXRsZS4gV2hhdCB3YXMgdGhlIGdhbWUgZm9ybWFsbHkgY2FsbGVkPw==,SGFsbyAzOiBSZWNvbg==,"['SGFsbyAzOiBIZWxsanVtcGVycw==', 'SGFsbyAzOiBQaGFudG9t', 'SGFsbyAzOiBHdWVyaWxsYQ==']"
Entertainment: Video Games,multiple,easy,V2hvIGlzIHRoZSBtYWluIGFudGFnb25pc3QgaW4gdGhlIFBvcnRhbCBmcmFuY2hpc2U\/,R0xhRE9T,"['Q2hlbGw=', 'V2hlYXRsZXk=', 'Umljaw==']"
Entertainment: Video Games,multiple,hard,SW4gdGhlIGdhbWUgIlRoZSBTaW1zIiwgaG93IG1hbnkgU2ltb2xlb25zIGRvZXMgZWFjaCBmYW1pbHkgc3RhcnQgd2l0aD8=,MjAsMDAw,"['MTAsMDAw', 'MTUsMDAw', 'MjUsMDAw']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2UgZ2FtZXMgd2FzIHRoZSBlYXJsaWVzdCBrbm93biBmaXJzdC1wZXJzb24gc2hvb3RlciB3aXRoIGEga25vd24gdGltZSBvZiBwdWJsaWNhdGlvbj8=,U3Bhc2lt,"['RG9vbQ==', 'V29sZmVuc3RlaW4=', 'UXVha2U=']"
Entertainment: Video Games,boolean,hard,VW50dXJuZWQgb3JpZ2luYWxseSBzdGFydGVkIGFzIGEgUm9ibG94IGdhbWUu,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,boolean,easy,IlVuZGVydGFsZSIgaXMgYW4gUlBHIGNyZWF0ZWQgYnkgVG9ieSBGb3ggYW5kIHJlbGVhc2VkIGluIDIwMTUu,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,easy,V2hhdCB3YXMgdGhlIGZpcnN0IHZpZGVvIGdhbWUgaW4gdGhlIEJhdG1hbiAiQXJraGFtIiBzZXJpZXM\/,QXJraGFtIEFzeWx1bQ==,"['QXJraGFtIEtuaWdodA==', 'QXJraGFtIENpdHk=', 'QXJraGFtIE9yaWdpbnM=']"
Entertainment: Video Games,multiple,hard,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBjb21tZXJjaWFsIHZlaGljbGVzIGZyb20gR3JhbmQgVGhlZnQgQXV0byBJViBkaWQgTk9UIHJlYXBwZWFyIGluIEdyYW5kIFRoZWZ0IEF1dG8gVj8=,U3RlZWQ=,"['TXVsZQ==', 'QmVuc29u', 'UG9ueQ==']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgdmlydXMgaW4gIk1ldGFsIEdlYXIgU29saWQgMSI\/,Rk9YRElF,"['Rk9YRU5HSU5F', 'Rk9YQUxJVkU=', 'Rk9YS0lMTA==']"
Entertainment: Video Games,multiple,hard,SW4gIlNvbmljIHRoZSBIZWRnZWhvZyAzIiBmb3IgdGhlIFNlZ2EgR2VuZXNpcywgd2hhdCBpcyB0aGUgY29sb3Igb2YgdGhlIHNlY29uZCBDaGFvcyBFbWVyYWxkIHlvdSBjYW4gZ2V0IGZyb20gU3BlY2lhbCBTdGFnZXM\/,T3Jhbmdl,"['Qmx1ZQ==', 'R3JlZW4=', 'TWFnZW50YQ==']"
Entertainment: Video Games,boolean,medium,TWV0YWwgR2VhciBTb2xpZCBWOiBUaGUgUGhhbnRvbSBQYWluIHJ1bnMgb24gdGhlIEZveCBFbmdpbmUu,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,boolean,easy,QmlnIHRoZSBDYXQgaXMgYSBwbGF5YWJsZSBjaGFyYWN0ZXIgaW4gIlNvbmljIEdlbmVyYXRpb25zIi4=,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2UgIldvcm1zIiBnYW1lcyBmZWF0dXJlZCAzRCBnYW1lcGxheT8=,V29ybXMgNDogTWF5aGVt,"['V29ybXMgVy5NLkQ=', 'V29ybXMgUmVsb2FkZWQ=', 'V29ybXM6IE9wZW4gV2FyZmFyZSAy']"
Entertainment: Video Games,multiple,medium,SW4gV29ybGQgb2YgV2FyY3JhZnQgbG9yZSwgd2hvIHdhcyBmaXJzdCB0byBoYXZlIHRoZSB0aXRsZSAiVGhlIEFzaGJyaW5nZXIiPw==,QWxleGFuZHJvcyBNb2dyYWluZQ==,"['VGlyaW9uIEZvcmRyaW5n', 'QXJ0aGFzIE1lbmV0aGls', 'VXRoZXIgdGhlIExpZ2h0YnJpbmdlcg==']"
Entertainment: Video Games,multiple,medium,SW4gdGhlIGdhbWUgIkNhdmUgU3RvcnksIiB3aGF0IGlzIHRoZSBjaGFyYWN0ZXIgQmFscm9nJ3MgY2F0Y2hwaHJhc2U\/,SHV6emFoIQ==,"['T2ggeWVlYWFhaCE=', 'V2hvYSB0aGVyZSE=', 'TnllaCBoZWggaGVoIQ==']"
Entertainment: Video Games,boolean,medium,SW4gIlRlYW0gRm9ydHJlc3MgMiIsIHRoZSAiQmlsbCdzIEhhdCIgaXMgYSByZWZlcmVuY2UgdG8gdGhlIGdhbWUgIkRvdGEgMiIu,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,easy,R29yZG9uIEZyZWVtYW4gaXMgc2FpZCB0byBoYXZlIGJ1cm50IGFuZCBkZXN0cm95ZWQgd2hhdCBmb29kIGluIHRoZSBicmVhayByb29tIG1pY3Jvd2F2ZT8=,Q2Fzc2Vyb2xl,"['U3ViIFNhbmR3aWNo', 'Q2hpY2tlbiBTb3Vw', 'UGVwcGVyb25pIFBpenph']"
Entertainment: Video Games,multiple,easy,VGhlICJEYXkgb2YgRGVmZWF0IiBzZXJpZXMgb2YgZ2FtZXMgdGFrZSBwbGFjZSBkdXJpbmcgd2hpY2ggd2FyPw==,V29ybGQgV2FyIElJ,"['V29ybGQgV2FyIEk=', 'VmlldG5hbSBXYXI=', 'SXJhcSBXYXI=']"
Entertainment: Video Games,multiple,easy,Um9ja2V0IExlYWd1ZSBpcyBhIGdhbWUgd2hpY2ggZmVhdHVyZXMuLg==,Q2Fycw==,"['SGVsaWNvcHRlcnM=', 'UGxhbmVz', 'U3VibWFyaW5lcw==']"
Entertainment: Video Games,multiple,easy,SW4gUFJPVE9UWVBFIDIuIHdobyBpcyByZWZlcnJlZCB0byBhcyAiVGFuZ28gUHJpbWFyeSI\/,SmFtZXMgSGVsbGVy,"['QWxleCBNZXJjZXI=', 'RGFuYSBNZXJjZXI=', 'QW55IEdvbGlhdGhzIHJvYW1pbmcgYXJvdW5k']"
Entertainment: Video Games,multiple,medium,V2hpY2ggaXMgbm90IGEgcGxheWFibGUgY2hhcmFjdGVyIGluIHRoZSAyMDA1IHZpZGVvIGdhbWUgS2lsbGVyNz8=,RnJhbmsgU21pdGg=,"['TWFzayBkZSBTbWl0aA==', 'RGFuIFNtaXRo', 'Q295b3RlIFNtaXRo']"
Entertainment: Video Games,multiple,medium,SG93IG1hbnkgdGltZXMgZG8geW91IGZpZ2h0IHRoZSBJbXByaXNvbmVkIGluIFRoZSBMZWdlbmQgb2YgWmVsZGE6IFNreXdhcmQgU3dvcmQ\/,Mw==,"['Mg==', 'NA==', 'NQ==']"
Entertainment: Video Games,multiple,easy,SW4gdGhlIGdhbWUgTnVjbGVhciBUaHJvbmUsIHdoYXQgY2hhcmFjdGVyIGlzIG9ubHkgdXNhYmxlIGluIGEgcGxheSB0aHJvdWdoIHdpdGggTWVsdGluZz8=,U2tlbGV0b24=,"['RnJvZw==', 'SG9ycm9y', 'UGxhbnQ=']"
Entertainment: Video Games,multiple,easy,SW4gRGFuZ2Fucm9ucGE6IFRyaWdnZXIgSGFwcHkgSGF2b2MsIHdoYXQgaXMgdGhlIHByb3RhZ29uaXN0J3MgbmFtZT8=,TWFrb3RvIE5hZWdp,"['SGFqaW1lIEhpbmF0YQ==', 'TmFnaXRvIEtvbWFlZGE=', 'S29tYXJ1IE5hZWdp']"
Entertainment: Video Games,multiple,easy,SW4gdGhlIGdhbWUgQmF0dGxlYmxvY2sgVGhlYXRlciwgd2hhdCB3YXMgdGhlIG5hbWUgb2YgdGhlIHZvaWNlIGFjdG9yIHdobyB2b2ljZWQgdGhlIG5hcnJhdG9yPw==,V2lsbCBTdGFtcGVy,"['U3RldmUgQmx1bQ==', 'UmljaGFyZCBFcGNhcg==', 'WXVyaSBMb3dlbnRoYWw=']"
Entertainment: Video Games,boolean,easy,SW4gdGhlIGdhbWUgIlN1Ym5hdXRpY2EiLCBhICJTcGFkZWZpc2giIHdpbGwgYXR0YWNrIHlvdS4=,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2UgZ2FtZSBmcmFuY2hpc2VzIHdlcmUgbWFkZSBieSBOYW1jbz8=,VGVra2Vu,"['U3RyZWV0IEZpZ2h0ZXI=', 'TW9ydGFsIEtvbWJhdA==', 'RHJhZ29uIFF1ZXN0']"
Entertainment: Video Games,multiple,hard,SW4gV29ybGQgb2YgV2FyY3JhZnQgbG9yZSwgd2hpY2ggb2YgdGhlIGZvbGxvd2luZyBpcyBrbm93biBhcyB0aGUgR29kIG9mIFNwaWRlcnMgaW4gdGhlIHRyb2xsJ3MgbG9hIGJlbGllZnM\/,RWxvcnRoYSBubyBTaGFkcmE=,"['QndvbnNhbWRp', 'SGFra2Fy', 'U2hpcnZhbGxhaA==']"
Entertainment: Video Games,boolean,easy,SW4gUG9rw6ltb24gU3VuIGFuZCBNb29uLCBhIG1hbGUgU2FsYW5kaXQgY2FuIGV2b2x2ZSB0byBhIFNhbGF6emxlLg==,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,medium,V2hpY2ggb25lIG9mIHRoZXNlIGdhbWVzIHdhc24ndCByZWxlYXNlZCBpbiAyMDE2Pw==,TWV0YWwgR2VhciBTb2xpZCBW,"['VG9tIENsYW5jeSdzIFRoZSBEaXZpc2lvbg==', 'S2lsbGluZyBGbG9vciAy', 'SGl0bWFu']"
Entertainment: Video Games,multiple,easy,SW4gQW5pbWFsIENyb3NzaW5nLCB3aG8gaXMgdGhlIG1hbmFnZXIgb2YgdGhlIHRvd24gc2hvcD8=,VG9tIE5vb2s=,"['TXIuIFJlc2V0dGk=', 'R3JhY2ll', 'Sy5LLiBTbGlkZXI=']"
Entertainment: Video Games,multiple,medium,T2YgdGhlIGZvbGxvd2luZyBzcGFjZSBzaG9vdGVyIGdhbWVzLCB3aGljaCBjYW1lIG91dCBmaXJzdD8=,U3BhY2UgSW52YWRlcnM=,"['R2FsYXhpYW4=', 'R2FsYWdh', 'U2luaXN0YXI=']"
Entertainment: Video Games,multiple,medium,T24gdGhlIDZ0aCBvZiBKdW5lIDIwMDYsIHdoYXQgd2FzIHRoZSBuYW1lIG9mIHRoZSBpbmZhbW91cyBnbGl0Y2ggdGhhdCBvY2N1cnJlZCBpbiB0aGUgTU1PIFJ1bmVTY2FwZT8=,VGhlIEZhbGFkb3IgTWFzc2FjcmU=,"['Tm9jbGlwIGdsaXRjaA==', 'UGFydHktaGF0IER1cGxpY2F0aW9uIEdsaXRjaA==', 'VHpIYWFyIE1hc3NhY3Jl']"
Entertainment: Video Games,multiple,hard,SG93IG1hbnkgdm9pY2UgY2hhbm5lbHMgZG9lcyB0aGUgTmludGVuZG8gRW50ZXJ0YWlubWVudCBTeXN0ZW0gc3VwcG9ydCBuYXRpdmVseT8=,NQ==,"['NA==', 'Ng==', 'Mw==']"
Entertainment: Video Games,multiple,medium,RWxsZW4gTWNMYWluLCB0aGUgdm9pY2Ugb2YgR0xhRE9TIGluIHRoZSBQb3J0YWwgZ2FtZSBzZXJpZXMsIGlzIG1hcnJpZWQgdG8gdGhlIHZvaWNlIGFjdG9yIGZvciB3aGljaCBUZWFtIEZvcnRyZXNzIDIgY2hhcmFjdGVyPw==,U25pcGVy,"['SGVhdnk=', 'U29sZGllcg==', 'U2NvdXQ=']"
Entertainment: Video Games,multiple,medium,V2hhdCB3YXMgdGhlIGZpcnN0IENhbGwgb2YgRHV0eSBnYW1lIHRvIGluY2x1ZGUgdGhlIFpvbWJpZXMgZ2FtZW1vZGU\/,Q2FsbCBvZiBEdXR5OiBXb3JsZCBhdCBXYXI=,"['Q2FsbCBvZiBEdXR5OiBCbGFjayBPcHM=', 'Q2FsbCBvZiBEdXR5OiBNb2Rlcm4gV2FyZmFyZSAy', 'Q2FsbCBvZiBEdXR5OiBCbGFjayBPcHMgSUlJ']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBDb3B5IEFiaWxpdGllcyB3YXMgb25seSBmZWF0dXJlZCBpbiAiS2lyYnkgJiBUaGUgQW1hemluZyBNaXJyb3IiPw==,TWluaQ==,"['TWFnaWM=', 'U21hc2g=', 'TWlzc2lsZQ==']"
Entertainment: Video Games,multiple,medium,SW4gdGhlIGdhbWUgUG9rw6ltb24gQ29ucXVlc3QsIGhvdyBtYW55IGtpbmdkb21zIG1ha2UgdXAgdGhlIHJlZ2lvbiBvZiBSYW5zZWk\/,MTc=,"['MTg=', 'MTU=', 'MTY=']"
Entertainment: Video Games,multiple,hard,V2hpY2ggdmFyaWFudCBvZiB0aGUgTVA1IGlzIGRlcGljdGVkIGluIENvdW50ZXItU3RyaWtlIDEuNj8=,TVA1Tg==,"['TVA1U0Q=', 'TVA1Sw==', 'TVA1UkFT']"
Entertainment: Video Games,multiple,hard,SW4gIlN0YXJib3VuZCIsIGFjY29yZGluZyB0byB0aGUgYXNzZXQgZmlsZXMsIHRoZSBkZXNjcmlwdGlvbiBvZiB0aGUgIkVyY2hpdXMgR2hvc3QiIGlzIHRoZSBzYW1lIGFzIHdoaWNoIG90aGVyIGFzc2V0cz8=,U3Bvb2tpdA==,"['UGV0cmljdWI=', 'VHJpY3R1cw==', 'UHlyb21hbnRsZQ==']"
Entertainment: Video Games,multiple,hard,SW4gIkNhbGwgT2YgRHV0eTogWm9tYmllcyIsIHdoaWNoIG1hcCdzIG9wZW5pbmcgY3V0c2NlbmUgc2hvd3MgIlJpY2h0b2ZlbiIga2lsbGluZyBhbm90aGVyIHZlcnNpb24gb2YgaGltc2VsZj8=,VGhlIEdpYW50,"['U2hhZG93cyBPZiBFdmls', 'RGVyIEVpc2VuZHJhY2hl', 'TW9vbg==']"
Entertainment: Video Games,multiple,easy,V2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgZ2FtZSBkZXZlbG9wZXIgd2hvIGNyZWF0ZWQgIkNhbGwgT2YgRHV0eTogWm9tYmllcyI\/,VHJleWFyY2g=,"['U2xlZGdlaGFtbWVyIEdhbWVz', 'SW5maW5pdHkgV2FyZA==', 'TmF1Z2h0eSBEb2c=']"
Entertainment: Video Games,multiple,medium,SW4gdGhlICJDYWxsIE9mIER1dHk6IFpvbWJpZXMiIG1hcCAiT3JpZ2lucyIsIGhvdyBtYW55IHN0ZXBzIGFyZSB0aGVyZSB0byB1cGdyYWRlIGEgU3RhZmY\/,NA==,"['Nw==', 'NQ==', 'Mw==']"
Entertainment: Video Games,multiple,hard,SW4gdGhlICJDYWxsIE9mIER1dHk6IFpvbWJpZXMiIG1hcCAiT3JpZ2lucyIsIHdoZXJlIGlzICJTdGFtaW4tVXAiIGxvY2F0ZWQ\/,R2VuZXJhdG9yIDU=,"['R2VuZXJhdG9yIDM=', 'R2VuZXJhdG9yIDQ=', 'RXhjYXZhdGlvbiBTaXRl']"
Entertainment: Video Games,multiple,medium,SW4gdGhlIGJlZ2lubmluZyBvZiB0aGUgZ2FtZSAiU29uaWMgQWR2ZW50dXJlIiwgd2hhdCBjb2xvciBDaGFvcyBFbWVyYWxkIGRvZXMgVGFpbHMgb3duPw==,UHVycGxl,"['UmVk', 'R3JlZW4=', 'Qmx1ZQ==']"
Entertainment: Video Games,multiple,hard,V2hlbiB3YXMgdGhlIFZhbHZlIENvcnBvcmF0aW9uIGZvdW5kZWQ\/,QXVndXN0IDI0LCAxOTk2,"['RGVjZW1iZXIgMjYsIDE5OTQ=', 'TWFyY2ggMjIsIDE5OTc=', 'TWFyY2ggMTMsIDE5OTc=']"
Entertainment: Video Games,multiple,medium,V2hhdCBmb3JtZXIgTU9CQSwgY3JlYXRlZCBieSBXYXlzdG9uZSBHYW1lcyBhbmQgcHVibGlzaGVkIGJ5IEVBLCB3YXMgc2h1dCBkb3duIGluIDIwMTQ\/,RGF3bmdhdGU=,"['U3RyaWZl', 'TGVhZ3VlIG9mIExlZ2VuZHM=', 'SGVyb2VzIG9mIE5ld2VydGg=']"
Entertainment: Video Games,multiple,medium,SW4gdGhlIGdhbWUgVG9tIENsYW5jeSdzIFJhaW5ib3cgNiBTaWVnZSwgd2hhdCBvcmdhbml6YXRpb24gaXMgVmFsa3lyaWUgZnJvbT8=,TmF2eSBTZWFscw==,"['Uy5BLlM=', 'Ry5JLkcuTg==', 'Ri5CLkk=']"
Entertainment: Video Games,multiple,hard,V2hhdCBpcyB0aGUgcGxhbmUgb2YgZXhpc3RlbmNlIGluIE1pY3JvUHJvc2UncyAxOTk3ICJNYWdpYyB0aGUgR2F0aGVyaW5nIj8=,U2hhbmRhbGFy,"['VGhlcm9z', 'UmF2bmljYQ==', 'QW1vbmtoZXQ=']"
Entertainment: Video Games,multiple,easy,SW4gQ291bnRlci1TdHJpa2U6IEdsb2JhbCBPZmZlbnNpdmUsIHdoYXQncyB0aGUgcmFyaXR5IG9mIGRpc2NvbnRpbnVlZCBza2lucyBjYWxsZWQ\/,Q29udHJhYmFuZA==,"['RGlzY29udGludWVk', 'RGltaW5zaGVk', 'TGltaXRlZA==']"
Entertainment: Video Games,boolean,easy,UGV0ZXIgTW9seW5ldXggd2FzIHRoZSBmb3VuZGVyIG9mIEJ1bGxmcm9nIFByb2R1Y3Rpb25zLg==,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,medium,V2hhdCB3YXMgdGhlIGNvZGUgbmFtZSBmb3IgdGhlICJOaW50ZW5kbyBHYW1lY3ViZSI\/,RG9scGhpbg==,"['Tml0cm8=', 'UmV2b2x1dGlvbg==', 'QXRsYW50aXM=']"
Entertainment: Video Games,multiple,hard,V2hhdCBpcyB0aGUgbmFtZSBvZiB5b3VyIHRlYW0gaW4gU3RhciBXYXJzOiBSZXB1YmxpYyBDb21tYW5kbz8=,RGVsdGEgU3F1YWQ=,"['VGhlIENvbW1hbmRvcw==', 'QnJhdm8gU2l4', 'VmFkZXIncyBGaXN0']"
Entertainment: Video Games,multiple,easy,V2hvIGlzIHRoZSBtYWluIGNoYXJhY3RlciBvZiB0aGUgZ2FtZSBIYWxmLUxpZmU6IE9wcG9zaW5nIEZvcmNlPw==,QWRyaWFuIFNoZXBoYXJk,"['R29yZG9uIEZyZWVtYW4=', 'QWx5eCBWYW5jZQ==', 'QmFybmV5IENhbGhvdW4=']"
Entertainment: Video Games,multiple,medium,SW4gd2hpY2ggY291bnRyeSdzIHZlcnNpb24gb2YgSGFsZi1MaWZlIGFyZSB0aGUgSEVDVSBNYXJpbmVzIHJlcGxhY2VkIHdpdGggcm9ib3RzPw==,R2VybWFueQ==,"['SmFwYW4=', 'Q2hpbmE=', 'RnJhbmNl']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgb3JpZ2luYWwgbmFtZSBvZiBGaW5hbCBGYW50YXN5IFhWPw==,RmluYWwgRmFudGFzeSBWZXJzdXMgWElJSQ==,"['RmluYWwgRmFudGFzeTogUmVib3Ju', 'RmluYWwgRmFudGFzeSBYVkk=', 'RmluYWwgRmFudGFzeSBYSUlJLTM=']"
Entertainment: Video Games,multiple,medium,V2hvIGlzIHRoZSB2aWxsYWluIGNvbXBhbnkgaW4gIlN0YXJkZXcgVmFsbGV5Ij8=,Sm9qYSBDbyA=,"['Um9uaW4=', 'RW1waXJl', 'Um9ib3RuaWsgSW5kdXN0cnkncyA=']"
Entertainment: Video Games,multiple,hard,SW4gdGhlIG9yaWdpbmFsICJTdXBlciBNYXJpbyBCcm9zLiIsIHdoYXQgaXMgdGhlIGFjY2VsZXJhdGlvbiBvZiBNYXJpbyBpZiBoZSB3YXMgaW4gZnJlZSBmYWxsPw==,OTEuMjggbS9zXjI=,"['MTEwICBtL3NeMg==', 'OS40MiAgbS9zXjI=', 'NC40ICBtL3NeMg==']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2Ugd2VhcG9ucyBpcyBOT1QgYXZhaWxhYmxlIHRvIHRoZSBUZXJyb3Jpc3QgdGVhbSBpbiB0aGUgZ2FtZSwgIkNvdW50ZXItU3RyaWtlOiBHbG9iYWwgT2ZmZW5zaXZlIj8=,U0NBUi0yMA==,"['U0cgNTUw', 'Q1otNzU=', 'WE0xMDE0']"
Entertainment: Video Games,multiple,easy,IlRvbWIgUmFpZGVyIiBpY29uIExhcmEgQ3JvZnQgd2FzIG9yaWdpbmFsbHkgY2FsbGVkLi4u,TGF1cmEgQ3J1eg==,"['TGF1cmEgQ3JhZnQ=', 'TGF1cmEgQ3JvZnQ=', 'TGFyYSBDcmFmdA==']"
Entertainment: Video Games,multiple,medium,V2hvIHdhcyB0aGUgZmlyc3QgZmVtYWxlIHByb3RhZ29uaXN0IGluIGEgdmlkZW8gZ2FtZT8=,U2FtdXMgQXJhbg==,"['TGFyYSBDcm9mdA==', 'QWxpcyBMYW5kYWxl', 'Q2hlbGw=']"
Entertainment: Video Games,multiple,easy,V2hhdCBkb2VzIElXSEJZRCBzdGFuZCBmb3Igb24gdGhlIHNrdWxsIGluIHRoZSBIYWxvIHNlcmllcz8=,SSBXb3VsZCBIYXZlIEJlZW4gWW91ciBEYWRkeQ==,"['SSBXYW5uYSBIYXZlIEJhYmllcyBZb3UgRG93bg==', 'SSBXb3VsZCBIYXRlIEJlaW5nIFlvdXIgRHJpdmVy', 'SSBXb3VsZCBIYXZlIEJvdWdodCBZb3VyIERvZw==']"
Entertainment: Video Games,multiple,medium,IlJvbGxlcmNvYXN0ZXIgVHljb29uIiB3YXMgcHJvZ3JhbW1lZCBtb3N0bHkgZW50aXJlbHkgaW4uLi4=,eDg2IEFzc2VtYmx5,"['Qysr', 'Qw==', 'QUxHT0w=']"
Entertainment: Video Games,multiple,medium,QnkgaG93IG1hbnkgbWludXRlcyBhcmUgeW91IGxhdGUgdG8gd29yayBpbiAiSGFsZi1MaWZlIj8=,MzA=,"['NQ==', 'NjA=', 'MTU=']"
Entertainment: Video Games,multiple,medium,SW4gQ2FsbCBvZiBEdXR5OiBVbml0ZWQgT2ZmZW5zaXZlLCB3aGF0IHR3byBzb2xkaWVycyBzaGFyZSBhIG5hbWUgb2YgYSB2aWRlbyBnYW1lIGNoYXJhY3Rlcj8=,R29yZG9uICYgRnJlZW1hbg==,"['U2FtICYgRmlzaGVy', 'TmF0aGFuICYgRHJha2U=', 'RGlnICYgRHVn']"
Entertainment: Video Games,multiple,easy,V2hpY2ggR2FtZSBCb3kgZnJvbSB0aGUgR2FtZSBCb3kgc2VyaWVzIG9mIHBvcnRhYmxlIHZpZGVvIGdhbWUgY29uc29sZXMgd2FzIHJlbGVhc2VkIGZpcnN0Pw==,R2FtZSBCb3kgQ29sb3I=,"['R2FtZSBCb3kgQWR2YW5jZQ==', 'R2FtZSBCb3kgTWljcm8=', 'R2FtZSBCb3kgQWR2YW5jZSBTUA==']"
Entertainment: Video Games,boolean,easy,VGhlIDIwMDUgdmlkZW8gZ2FtZSAiQ2FsbCBvZiBEdXR5IDI6IEJpZyBSZWQgT25lIiBpcyBub3QgYXZhaWxhYmxlIG9uIFBDLg==,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,boolean,hard,VEYyOiBTZW50cnkgcm9ja2V0IGRhbWFnZSBmYWxsb2ZmIGlzIGNhbGN1bGF0ZWQgYmFzZWQgb24gdGhlIGRpc3RhbmNlIGJldHdlZW4gdGhlIHNlbnRyeSBhbmQgdGhlIGVuZW15LCBub3QgdGhlIGVuZ2luZWVyIGFuZCB0aGUgZW5lbXk=,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,easy,VGhlIFRvdWhvdSBQcm9qZWN0IHNlcmllcyBvZiBnYW1lcyBpcyBvZnRlbiBhc3NvY2lhdGVkIHdpdGggd2hpY2ggZ2VucmU\/,U2hvb3QgJ2VtIHVw,"['U3RyYXRlZ3k=', 'RlBT', 'Q2FzdWFs']"
Entertainment: Video Games,multiple,easy,V2hpY2ggb2YgdGhlc2UgaXMgTk9UIGEgSHVtb25nb3VzIEVudGVydGFpbm1lbnQgZ2FtZSBmcmFuY2hpc2U\/,Q29tbWFuZGVyIEtlZW4=,"['UGFqYW1hIFNhbQ==', 'UHV0dC1QdXR0', 'RnJlZGRpIEZpc2g=']"
Entertainment: Video Games,multiple,medium,V2hhdCB0eXBlIG9mIGdlbnJlIGlzIHRoZSBjb250cm92ZXJzaWFsIDIwMTUgZ2FtZSAiSGF0cmVkIj8=,U2hvb3QgJ0VtIFVw,"['UG9pbnQgJiBDbGljaw==', 'TU1PUlBH', 'U2ltdWxhdGlvbg==']"
Entertainment: Video Games,multiple,medium,TWlycm9yJ3MgRWRnZSBDYXRhbHlzdCB0YWtlcyBwbGFjZSBpbiB0aGUgQ2l0eSBvZi4uLj8=,R2xhc3M=,"['TWlycm9ycw==', 'UHVyaXR5', 'RGlhbW9uZHM=']"
Entertainment: Video Games,multiple,medium,RmluYWwgRmFudGFzeSBWSSB3YXMgb3JpZ2luYWxseSByZWxlYXNlZCBvdXRzaWRlIEphcGFuIHVuZGVyIHdoYXQgbmFtZT8=,RmluYWwgRmFudGFzeSBJSUk=,"['RmluYWwgRmFudGFzeSBWSQ==', 'RmluYWwgRmFudGFzeSBW', 'RmluYWwgRmFudGFzeSBJSQ==']"
Entertainment: Video Games,multiple,medium,V2hlbiB3YXMgQ2hhcHRlciAxIG9mIHRoZSBTb3VyY2UgRW5naW5lIG1vZCAiVW5kZXJoZWxsIiByZWxlYXNlZD8=,U2VwdGVtYmVyIDFzdCwgMjAxMw==,"['TWFyY2ggM3JkLCAyMDEx', 'U2VwdGVtYmVyIDEydGgsIDIwMTM=', 'T2N0b2JlciAybmQsIDIwMTI=']"
Entertainment: Video Games,multiple,easy,SW4gdGhlIHZpZGVvIGdhbWUgT3ZlcndhdGNoLCB3aGljaCBwbGF5YWJsZSBjaGFyYWN0ZXIgaXMgaW5mYW1vdXMgZm9yIHNheWluZyAiSXQncyBoaWdoIG5vb24uIj8=,TWNDcmVl,"['SGFuem8=', 'UGhhcmFo', 'U29sZGllcjogNzY=']"
Entertainment: Video Games,boolean,easy,SW4gU29uaWMgdGhlIEhlZGdlaG9nIHVuaXZlcnNlLCBUYWlscycgcmVhbCBuYW1lIGlzIE1pbGVzIFByb3dlci4=,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,hard,V2hpY2ggb2YgdGhlc2UgUG9rw6ltb24gY2Fubm90IGxlYXJuIFN1cmY\/,QXJib2s=,"['TGlub29uZQ==', 'VGF1cm9z', 'Tmlkb2tpbmc=']"
Entertainment: Video Games,boolean,easy,VGhlIEtvbmFtaSBDb2RlIGlzIGtub3duIGFzIFVwLCBVcCwgRG93biwgRG93biwgTGVmdCwgUmlnaHQsIFJpZ2h0LCBMZWZ0LCBCLCBBLCBTdGFydC4=,RmFsc2U=,['VHJ1ZQ==']
